ConfidenceRecord,PaymentRecord,NameConfidence,AmountConfidence,max,min
urn:cite:phoros:conflevel.751,urn:cite:phoros:payrec.751,,,,
urn:cite:phoros:conflevel.752,urn:cite:phoros:payrec.752,,,,
urn:cite:phoros:conflevel.753,urn:cite:phoros:payrec.753,,,,
urn:cite:phoros:conflevel.754,urn:cite:phoros:payrec.754,,,,
urn:cite:phoros:conflevel.755,urn:cite:phoros:payrec.755,,,,
urn:cite:phoros:conflevel.756,urn:cite:phoros:payrec.756,,,,
urn:cite:phoros:conflevel.757,urn:cite:phoros:payrec.757,,,,
urn:cite:phoros:conflevel.758,urn:cite:phoros:payrec.758,,,,
urn:cite:phoros:conflevel.759,urn:cite:phoros:payrec.759,,,,
urn:cite:phoros:conflevel.760,urn:cite:phoros:payrec.760,,,,
urn:cite:phoros:conflevel.761,urn:cite:phoros:payrec.761,,,,
urn:cite:phoros:conflevel.762,urn:cite:phoros:payrec.762,,,,
urn:cite:phoros:conflevel.763,urn:cite:phoros:payrec.763,,,,
urn:cite:phoros:conflevel.764,urn:cite:phoros:payrec.764,,,,
urn:cite:phoros:conflevel.765,urn:cite:phoros:payrec.765,,,,
urn:cite:phoros:conflevel.766,urn:cite:phoros:payrec.766,,,,
urn:cite:phoros:conflevel.767,urn:cite:phoros:payrec.767,,,,
urn:cite:phoros:conflevel.768,urn:cite:phoros:payrec.768,,,,
urn:cite:phoros:conflevel.769,urn:cite:phoros:payrec.769,,,,
urn:cite:phoros:conflevel.770,urn:cite:phoros:payrec.770,,,,
urn:cite:phoros:conflevel.771,urn:cite:phoros:payrec.771,,,,
urn:cite:phoros:conflevel.772,urn:cite:phoros:payrec.772,,,,
urn:cite:phoros:conflevel.773,urn:cite:phoros:payrec.773,,,,
urn:cite:phoros:conflevel.774,urn:cite:phoros:payrec.774,,,,
urn:cite:phoros:conflevel.775,urn:cite:phoros:payrec.775,,,,
urn:cite:phoros:conflevel.776,urn:cite:phoros:payrec.776,,,,
urn:cite:phoros:conflevel.777,urn:cite:phoros:payrec.777,,,,
urn:cite:phoros:conflevel.778,urn:cite:phoros:payrec.778,,,,
urn:cite:phoros:conflevel.779,urn:cite:phoros:payrec.779,,,,
urn:cite:phoros:conflevel.780,urn:cite:phoros:payrec.780,,,,
urn:cite:phoros:conflevel.781,urn:cite:phoros:payrec.781,,,,
urn:cite:phoros:conflevel.782,urn:cite:phoros:payrec.782,,,,
urn:cite:phoros:conflevel.783,urn:cite:phoros:payrec.783,,,,
urn:cite:phoros:conflevel.784,urn:cite:phoros:payrec.784,,,,
urn:cite:phoros:conflevel.785,urn:cite:phoros:payrec.785,,,,
urn:cite:phoros:conflevel.786,urn:cite:phoros:payrec.786,,,,
urn:cite:phoros:conflevel.787,urn:cite:phoros:payrec.787,,,,
urn:cite:phoros:conflevel.788,urn:cite:phoros:payrec.788,,,,
urn:cite:phoros:conflevel.789,urn:cite:phoros:payrec.789,,,,
urn:cite:phoros:conflevel.790,urn:cite:phoros:payrec.790,,,,
urn:cite:phoros:conflevel.791,urn:cite:phoros:payrec.791,,,,
urn:cite:phoros:conflevel.792,urn:cite:phoros:payrec.792,,,,
urn:cite:phoros:conflevel.793,urn:cite:phoros:payrec.793,,,,
urn:cite:phoros:conflevel.794,urn:cite:phoros:payrec.794,,,,
urn:cite:phoros:conflevel.795,urn:cite:phoros:payrec.795,,,,
urn:cite:phoros:conflevel.796,urn:cite:phoros:payrec.796,,,,
urn:cite:phoros:conflevel.797,urn:cite:phoros:payrec.797,,,,
urn:cite:phoros:conflevel.798,urn:cite:phoros:payrec.798,,,,
urn:cite:phoros:conflevel.799,urn:cite:phoros:payrec.799,,,,
urn:cite:phoros:conflevel.800,urn:cite:phoros:payrec.800,,,,
urn:cite:phoros:conflevel.801,urn:cite:phoros:payrec.801,,,,
urn:cite:phoros:conflevel.802,urn:cite:phoros:payrec.802,,,,
urn:cite:phoros:conflevel.803,urn:cite:phoros:payrec.803,,,,
urn:cite:phoros:conflevel.804,urn:cite:phoros:payrec.804,,,,
urn:cite:phoros:conflevel.805,urn:cite:phoros:payrec.805,,,,
urn:cite:phoros:conflevel.806,urn:cite:phoros:payrec.806,,,,
urn:cite:phoros:conflevel.807,urn:cite:phoros:payrec.807,,,,
urn:cite:phoros:conflevel.808,urn:cite:phoros:payrec.808,,,,
urn:cite:phoros:conflevel.809,urn:cite:phoros:payrec.809,,,,
urn:cite:phoros:conflevel.810,urn:cite:phoros:payrec.810,,,,
urn:cite:phoros:conflevel.811,urn:cite:phoros:payrec.811,,,,
urn:cite:phoros:conflevel.812,urn:cite:phoros:payrec.812,,,,
urn:cite:phoros:conflevel.813,urn:cite:phoros:payrec.813,,,,
urn:cite:phoros:conflevel.814,urn:cite:phoros:payrec.814,,,,
urn:cite:phoros:conflevel.815,urn:cite:phoros:payrec.815,,,,
urn:cite:phoros:conflevel.816,urn:cite:phoros:payrec.816,,,,
urn:cite:phoros:conflevel.817,urn:cite:phoros:payrec.817,,,,
urn:cite:phoros:conflevel.818,urn:cite:phoros:payrec.818,,,,
urn:cite:phoros:conflevel.819,urn:cite:phoros:payrec.819,,,,
urn:cite:phoros:conflevel.820,urn:cite:phoros:payrec.820,,,,
urn:cite:phoros:conflevel.821,urn:cite:phoros:payrec.821,,,,
urn:cite:phoros:conflevel.822,urn:cite:phoros:payrec.822,,,,
urn:cite:phoros:conflevel.823,urn:cite:phoros:payrec.823,,,,
