Payment,TextPassage,TextContent,Sequence,Year,Place,Obols,ChangeStatus,ChangeAmount
urn:cite:phoros:payrec.344,urn:cts:phoros:stele1.year4:front.5.2,ΙΕΛΥΣΙΟΙ,344,4,urn:cite:phoros:places.128,6000,same,0
urn:cite:phoros:payrec.345,urn:cts:phoros:stele1.year4:front.5.3,ΣΠΑΡΤΟΛΙΟΙ,345,4,urn:cite:phoros:places.26,1200,same,0
urn:cite:phoros:payrec.346,urn:cts:phoros:stele1.year4:front.5.21,ΑΛΙΝΔΕΣ,346,4,urn:cite:phoros:places.165,,,
urn:cite:phoros:payrec.347,urn:cts:phoros:stele1.year4:front.5.22,ΚΕΙΟΙ,347,4,urn:cite:phoros:places.166,,,
urn:cite:phoros:payrec.348,urn:cts:phoros:stele1.year4:front.5.24,ΧΑΛΚΕΤΟΡΕΣ,348,4,urn:cite:phoros:places.167,200,same,0
urn:cite:phoros:payrec.349,urn:cts:phoros:stele1.year4:front.5.25,ΚΥΔΑΙΕΣ,349,4,urn:cite:phoros:places.168,40,same,0
urn:cite:phoros:payrec.350,urn:cts:phoros:stele1.year4:front.5.26,ΗΥΒΛΙΣΕΣ,350,4,urn:cite:phoros:places.169,106,same,0
urn:cite:phoros:payrec.351,urn:cts:phoros:stele1.year4:front.5.27,ΟΡΑΝΙΕΤΑΙ,351,4,urn:cite:phoros:places.87,50,down,53
urn:cite:phoros:payrec.352,urn:cts:phoros:stele1.year4:front.5.28,ΚΙΛΛΑΡΕΣ,352,4,urn:cite:phoros:places.170,100,same,0
urn:cite:phoros:payrec.353,urn:cts:phoros:stele1.year4:front.5.29,ΘΥΔΟΝΟΣ,353,4,urn:cite:phoros:places.171,100,same,0
urn:cite:phoros:payrec.354,urn:cts:phoros:stele1.year4:front.5.30,ΣΙΛΟΙ,354,4,urn:cite:phoros:places.172,150,same,0
urn:cite:phoros:payrec.355,urn:cts:phoros:stele1.year4:front.5.31,ΤΕΛΑΝΔΡΙΟΙ,355,4,urn:cite:phoros:places.173,600,same,0
urn:cite:phoros:payrec.356,urn:cts:phoros:stele1.year4:front.5.32,ΤΕΛΜΕΣΣΙΟΙ,356,4,6,,,
urn:cite:phoros:payrec.357,urn:cts:phoros:stele1.year4:front.5.33,ΛΥΚΙΟΙ,357,4,6,,,
urn:cite:phoros:payrec.358,urn:cts:phoros:stele1.year5:front.1.2,ΧΕΡΡΟΝΕΣΙΟ Ι,358,5,urn:cite:phoros:places.164,1800,up,720
urn:cite:phoros:payrec.359,urn:cts:phoros:stele1.year5:front.1.3,ΠΥΡΝΙΟΙ,359,5,urn:cite:phoros:places.126,100,same,0
urn:cite:phoros:payrec.360,urn:cts:phoros:stele1.year5:front.1.4,ΚΝΙΔΙΟΙ,360,5,urn:cite:phoros:places.125,3000,up,1200
urn:cite:phoros:payrec.361,urn:cts:phoros:stele1.year5:front.1.5,ΚΑΡΒΑΣΥΑΝΔΕΣ,361,5,urn:cite:phoros:places.46,100,same,0
urn:cite:phoros:payrec.362,urn:cts:phoros:stele1.year5:front.1.6,ΚΡΥΕΣ,362,5,urn:cite:phoros:places.21,200,same,0
urn:cite:phoros:payrec.363,urn:cts:phoros:stele1.year5:front.1.7,ΚΟΙΟΙ,363,5,urn:cite:phoros:places.160,2136,down,864
urn:cite:phoros:payrec.364,urn:cts:phoros:stele1.year5:front.1.8,ΠΑΣΑΝΔΕΣ,364,5,urn:cite:phoros:places.155,300,same,0
urn:cite:phoros:payrec.365,urn:cts:phoros:stele1.year5:front.1.9,ΑΥΛΙΕΤΑΙ,365,5,urn:cite:phoros:places.76,50,same,0
urn:cite:phoros:payrec.366,urn:cts:phoros:stele1.year5:front.1.10,ΧΑΛΚΕΑΤΑΙ,366,5,urn:cite:phoros:places.175,300,same,0
urn:cite:phoros:payrec.367,urn:cts:phoros:stele1.year5:front.1.11,ΙΕΛΥΣΙΟΙ,367,5,urn:cite:phoros:places.128,6000,same,0
urn:cite:phoros:payrec.368,urn:cts:phoros:stele1.year5:front.1.12,ΜΥΛΑΣΕΣ,368,5,urn:cite:phoros:places.176,600,same,0
urn:cite:phoros:payrec.369,urn:cts:phoros:stele1.year5:front.1.13,ΚΑΜΙΡΕΣ,369,5,urn:cite:phoros:places.20,5400,same,0
urn:cite:phoros:payrec.370,urn:cts:phoros:stele1.year5:front.1.14,ΣΥΑΓΓΕΛΕΣ,370,5,urn:cite:phoros:places.63,600,up,300
urn:cite:phoros:payrec.371,urn:cts:phoros:stele1.year5:front.1.15,ΗΟΝΠΙΚΡΕΣΑΡΧΕΙ,371,5,urn:cite:phoros:places.63,,,
urn:cite:phoros:payrec.372,urn:cts:phoros:stele1.year5:front.2.2,ΟΙΝΑΙΟΙ,372,5,urn:cite:phoros:places.34,600,down,200
urn:cite:phoros:payrec.373,urn:cts:phoros:stele1.year5:front.2.3,ΕΝΙΚΑΡΟΙ,373,5,urn:cite:phoros:places.34,,,
urn:cite:phoros:payrec.374,urn:cts:phoros:stele1.year5:front.2.4,ΚΛΑΖΖΟΜΕΝΙΟ Ι,374,5,urn:cite:phoros:places.44,900,same,0
urn:cite:phoros:payrec.375,urn:cts:phoros:stele1.year5:front.2.5,ΗΑΙΡΑΙΟΙ,375,5,urn:cite:phoros:places.27,1800,same,0
urn:cite:phoros:payrec.376,urn:cts:phoros:stele1.year5:front.2.6,ΛΕΒΕΔΙΟΙ,376,5,urn:cite:phoros:places.174,1800,same,0
urn:cite:phoros:payrec.377,urn:cts:phoros:stele1.year5:front.2.7,ΚΑΛΥΔΝΙΟΙ,377,5,urn:cite:phoros:places.109,900,same,0
urn:cite:phoros:payrec.378,urn:cts:phoros:stele1.year5:front.2.8,ΠΑΡΠΑΡΙΟΤΑΙ,378,5,urn:cite:phoros:places.151,100,same,0
urn:cite:phoros:payrec.379,urn:cts:phoros:stele1.year5:front.2.9,ΚΥΡΒΙΣΣΕΣ,379,5,urn:cite:phoros:places.44,200,down,700
urn:cite:phoros:payrec.380,urn:cts:phoros:stele1.year5:front.2.10,ΤΕΙΟΙ,380,5,urn:cite:phoros:places.152,3600,same,0
urn:cite:phoros:payrec.381,urn:cts:phoros:stele1.year5:front.2.11,ΜΥΝΔΙΟΙ,381,5,urn:cite:phoros:places.96,50,same,0
urn:cite:phoros:payrec.382,urn:cts:phoros:stele1.year5:front.2.12,ΠΑΡΑΤΕΡΜΕΡΑ,382,5,urn:cite:phoros:places.96,,,
urn:cite:phoros:payrec.387,urn:cts:phoros:stele1.year5:front.2.26,ΚΑΡΠΑΘΟ,387,5,urn:cite:phoros:places.179,100,same,0
urn:cite:phoros:payrec.388,urn:cts:phoros:stele1.year5:front.2.27,ΑΡΚΕΣΣΕΙΑ,388,5,urn:cite:phoros:places.180,,,
urn:cite:phoros:payrec.389,urn:cts:phoros:stele1.year5:front.2.28,ΜΥΡΙΝΑΙΟΙ,389,5,urn:cite:phoros:places.120,600,same,0
urn:cite:phoros:payrec.390,urn:cts:phoros:stele1.year5:front.2.29,ΗΕΣΣΙΟΙ,390,5,urn:cite:phoros:places.35,600,same,0
urn:cite:phoros:payrec.391,urn:cts:phoros:stele1.year5:front.2.30,ΔΙΟΣΙΡΙΤΑΙ,391,5,urn:cite:phoros:places.25,100,same,0
urn:cite:phoros:payrec.392,urn:cts:phoros:stele1.year5:front.2.31,ΝΟΤΙΕΣ,392,5,urn:cite:phoros:places.24,200,same,0
urn:cite:phoros:payrec.393,urn:cts:phoros:stele1.year5:front.2.32,ΚΑΣΟΛΑΒΕΣ,393,5,urn:cite:phoros:places.50,250,same,0
urn:cite:phoros:payrec.394,urn:cts:phoros:stele1.year5:front.2.33,ΚΕΒΡΕΝΙΟΙ,394,5,urn:cite:phoros:places.49,870,down,930
urn:cite:phoros:payrec.395,urn:cts:phoros:stele1.year5:front.2.34,ΝΕΑΝΔΡΕΙΑ,395,5,urn:cite:phoros:places.36,200,same,0
urn:cite:phoros:payrec.396,urn:cts:phoros:stele1.year5:front.2.35,ΦΑΣΕΛΙΤΑΙ,396,5,urn:cite:phoros:places.47,1800,down,1800
urn:cite:phoros:payrec.397,urn:cts:phoros:stele1.year5:front.2.36,ΘΕΡΜΑΙΟΙ,397,5,urn:cite:phoros:places.8,300,up,250
urn:cite:phoros:payrec.398,urn:cts:phoros:stele1.year5:front.2.37,ΕΝΕΚΑΡΟΙ,398,5,urn:cite:phoros:places.8,,,
urn:cite:phoros:payrec.399,urn:cts:phoros:stele1.year5:front.2.38,ΧΑΛΚΕΤΟΡΕΣ,399,5,urn:cite:phoros:places.167,210,up,10
urn:cite:phoros:payrec.400,urn:cts:phoros:stele1.year5:front.2.39,ΗΥΛΙΜΕΣ,400,5,urn:cite:phoros:places.181,,,
urn:cite:phoros:payrec.401,urn:cts:phoros:stele1.year5:front.2.40,ΚΥΔΑΙΕΣ,401,5,urn:cite:phoros:places.168,40,same,0
urn:cite:phoros:payrec.402,urn:cts:phoros:stele1.year5:front.2.41,ΗΑΛΙΚΑΡΝΑΣΣΙΟΙ,402,5,urn:cite:phoros:places.38,1200,up,200
urn:cite:phoros:payrec.403,urn:cts:phoros:stele1.year5:front.3.8,ΑΙΝΕΑΤΑΙ,403,5,urn:cite:phoros:places.182,1800,same,0
urn:cite:phoros:payrec.404,urn:cts:phoros:stele1.year5:front.3.9,ΠΑΛΕΦΣΙΟΙ,404,5,urn:cite:phoros:places.40,900,same,0
urn:cite:phoros:payrec.405,urn:cts:phoros:stele1.year5:front.3.10,ΔΙΚΑΙΟΠΟΛΙΤΑΙ,405,5,urn:cite:phoros:places.43,600,down,1800
urn:cite:phoros:payrec.406,urn:cts:phoros:stele1.year5:front.3.11,ΕΡΕΤΡΙΟΝΑΠΟΙΚΟΙ,406,5,urn:cite:phoros:places.43,,,
urn:cite:phoros:payrec.407,urn:cts:phoros:stele1.year5:front.3.12,ΣΑΝΑΙΟΙ,407,5,urn:cite:phoros:places.14,600,same,0
urn:cite:phoros:payrec.408,urn:cts:phoros:stele1.year5:front.3.13,ΝΕΑΠΟΛΙΣ,408,5,urn:cite:phoros:places.183,100,same,0
urn:cite:phoros:payrec.409,urn:cts:phoros:stele1.year5:front.3.14,ΠΑΡΑΝΤΙΣΑΡΑΝ,409,5,urn:cite:phoros:places.183,,,
urn:cite:phoros:payrec.410,urn:cts:phoros:stele1.year5:front.3.15,ΜΕΚΥΠΕΡΝΑΙΟΙ,410,5,urn:cite:phoros:places.57,600,same,0
urn:cite:phoros:payrec.411,urn:cts:phoros:stele1.year5:front.3.16,ΣΚΑΒΛΑΙΟΙ,411,5,urn:cite:phoros:places.54,300,same,0
urn:cite:phoros:payrec.412,urn:cts:phoros:stele1.year5:front.3.17,ΑΣΣΕΡΙΤΑΙ,412,5,urn:cite:phoros:places.55,2400,same,0
urn:cite:phoros:payrec.413,urn:cts:phoros:stele1.year5:front.3.18,ΦΕΓΕΤΙΟΙ,413,5,urn:cite:phoros:places.156,160,same,0
urn:cite:phoros:payrec.414,urn:cts:phoros:stele1.year5:front.3.19,ΔΙΚΑΙΑ,414,5,urn:cite:phoros:places.51,300,same,0
urn:cite:phoros:payrec.415,urn:cts:phoros:stele1.year5:front.3.20,ΠΑΡΑΑΒΔΕΡΑ,415,5,urn:cite:phoros:places.51,,,
urn:cite:phoros:payrec.416,urn:cts:phoros:stele1.year5:front.3.21,ΗΑΒΔΕΡΙΤΑΙ,416,5,urn:cite:phoros:places.52,9000,up,1288
urn:cite:phoros:payrec.417,urn:cts:phoros:stele1.year5:front.3.22,ΜΑΡΟΝΕΣ,417,5,urn:cite:phoros:places.32,900,same,0
urn:cite:phoros:payrec.418,urn:cts:phoros:stele1.year5:front.3.23,ΘΥΣΣΙΟΙ,418,5,urn:cite:phoros:places.12,900,up,500
urn:cite:phoros:payrec.419,urn:cts:phoros:stele1.year5:front.3.24,ΑΙΝΙΟΙ,419,5,urn:cite:phoros:places.5,7200,same,0
urn:cite:phoros:payrec.420,urn:cts:phoros:stele1.year5:front.3.25,ΣΑΜΟΘΡΑΙΚΕΣ,420,5,urn:cite:phoros:places.93,3600,up,1800
urn:cite:phoros:payrec.421,urn:cts:phoros:stele1.year5:front.3.28,ΒΕΡΥΣΙΟΙ,421,5,urn:cite:phoros:places.75,100,same,0
urn:cite:phoros:payrec.422,urn:cts:phoros:stele1.year5:front.3.29,ΗΥΠΟΤΕΙΙΔΕΙ,422,5,urn:cite:phoros:places.75,,,
urn:cite:phoros:payrec.423,urn:cts:phoros:stele1.year5:front.3.30,ΟΛΥΝΘΙΟΙ,423,5,urn:cite:phoros:places.53,1200,same,0
urn:cite:phoros:payrec.424,urn:cts:phoros:stele1.year5:front.3.31,ΣΤΡΕΦΣΑΙΟΙ,424,5,urn:cite:phoros:places.39,600,same,0
urn:cite:phoros:payrec.425,urn:cts:phoros:stele1.year5:front.3.32,ΗΑΙΣΟΝΙΟΙ,425,5,urn:cite:phoros:places.162,150,same,0
urn:cite:phoros:payrec.426,urn:cts:phoros:stele1.year5:front.3.33,ΔΑΡΔΑΝΕΣ,426,5,urn:cite:phoros:places.158,276,down,624
urn:cite:phoros:payrec.427,urn:cts:phoros:stele1.year5:front.3.34,ΑΚΑΝΘΙΟΙ,427,5,urn:cite:phoros:places.184,3000,same,0
urn:cite:phoros:payrec.428,urn:cts:phoros:stele1.year5:front.3.35,ΤΕΡΜΕΡΕΣ,428,5,urn:cite:phoros:places.48,1500,same,0
urn:cite:phoros:payrec.429,urn:cts:phoros:stele1.year5:front.3.36,ΠΑΡΓΑΣΕΣ,429,5,urn:cite:phoros:places.185,100,same,0
urn:cite:phoros:payrec.430,urn:cts:phoros:stele1.year5:front.3.37,ΠΕΡΙΝΘΙΟΙ,430,5,urn:cite:phoros:places.137,2293,up,2193
urn:cite:phoros:payrec.431,urn:cts:phoros:stele1.year5:front.3.38,ΓΕΝΤΙΝΙΟ Ι,431,5,urn:cite:phoros:places.186,50,same,0
urn:cite:phoros:payrec.432,urn:cts:phoros:stele1.year5:front.3.39,ΤΕΝΕΔΙΟΙ,432,5,urn:cite:phoros:places.107,1728,down,972
urn:cite:phoros:payrec.433,urn:cts:phoros:stele1.year5:front.3.40,ΣΚΙΑΘΙΟΙ,433,5,urn:cite:phoros:places.187,100,same,0
urn:cite:phoros:payrec.434,urn:cts:phoros:stele1.year5:front.3.41,ΣΚΑΦΣΑΙΟΙ,434,5,urn:cite:phoros:places.131,100,down,500
urn:cite:phoros:payrec.435,urn:cts:phoros:stele1.year5:front.4.3,ΚΥΖΖΙΚΕΝΟΙ,435,5,urn:cite:phoros:places.140,,,
urn:cite:phoros:payrec.436,urn:cts:phoros:stele1.year5:front.4.4,ΠΡΟΚΟΝΝΕΣΙΟΙ,436,5,urn:cite:phoros:places.129,1800,same,0
urn:cite:phoros:payrec.437,urn:cts:phoros:stele1.year5:front.4.5,ΑΡΤΑΚΕΝΟΙ,437,5,urn:cite:phoros:places.73,100,down,100
urn:cite:phoros:payrec.438,urn:cts:phoros:stele1.year5:front.4.8,ΣΕΛΥΜΒΡΙΑΝΟΙ,438,5,urn:cite:phoros:places.159,600,down,3000
urn:cite:phoros:payrec.439,urn:cts:phoros:stele1.year5:front.4.9,ΦΑΡΒΕΛΙΟΙ,439,5,urn:cite:phoros:places.2,100,same,0
urn:cite:phoros:payrec.440,urn:cts:phoros:stele1.year5:front.4.10,ΛΑΝΦΣΑΚΕΝΟΙ,440,5,urn:cite:phoros:places.95,7200,same,0
urn:cite:phoros:payrec.441,urn:cts:phoros:stele1.year5:front.4.11,ΣΙΓΓΙΟΙ,441,5,urn:cite:phoros:places.60,1100,down,1300
urn:cite:phoros:payrec.442,urn:cts:phoros:stele1.year5:front.4.12,ΔΑΣΚΥΛΕΙΟΝ,442,5,urn:cite:phoros:places.79,50,same,0
urn:cite:phoros:payrec.443,urn:cts:phoros:stele1.year5:front.4.13,ΕΝΠΡΟΠΟΝΤΙΔΙ,443,5,urn:cite:phoros:places.79,,,
urn:cite:phoros:payrec.444,urn:cts:phoros:stele1.year5:front.4.14,ΣΕΡΜΑΙΟΙ,444,5,urn:cite:phoros:places.188,50,same,0
urn:cite:phoros:payrec.445,urn:cts:phoros:stele1.year5:front.4.15,ΣΤΑΓΙΡΙΤΑΙ,445,5,urn:cite:phoros:places.1,100,same,0
urn:cite:phoros:payrec.446,urn:cts:phoros:stele1.year5:front.4.16,ΑΣΤΑΚΕΝΟΙ,446,5,urn:cite:phoros:places.29,100,down,800
urn:cite:phoros:payrec.447,urn:cts:phoros:stele1.year5:front.4.17,ΣΤΟΛΙΟΙ,447,5,urn:cite:phoros:places.58,400,same,0
urn:cite:phoros:payrec.448,urn:cts:phoros:stele1.year5:front.4.18,ΕΡΟΔΙΟΙ,448,5,urn:cite:phoros:places.189,50,same,0
urn:cite:phoros:payrec.449,urn:cts:phoros:stele1.year5:front.4.19,ΤΕΝΙΟΙ,449,5,urn:cite:phoros:places.190,1800,same,0
urn:cite:phoros:payrec.450,urn:cts:phoros:stele1.year5:front.4.20,ΣΙΦΝΙΟΙ,450,5,urn:cite:phoros:places.191,1800,same,0
urn:cite:phoros:payrec.451,urn:cts:phoros:stele1.year5:front.4.21,ΚΕΙΟΙ,451,5,urn:cite:phoros:places.166,2400,same,0
urn:cite:phoros:payrec.452,urn:cts:phoros:stele1.year5:front.4.22,ΑΝΔΡΙΟΙ,452,5,urn:cite:phoros:places.145,3600,down,3600
urn:cite:phoros:payrec.453,urn:cts:phoros:stele1.year5:front.4.23,ΙΕΤΑΙ,453,5,urn:cite:phoros:places.77,84,down,516
urn:cite:phoros:payrec.454,urn:cts:phoros:stele1.year5:front.4.24,ΠΑΡΙΟΙ,454,5,urn:cite:phoros:places.192,9720,same,0
urn:cite:phoros:payrec.455,urn:cts:phoros:stele1.year5:front.4.25,ΣΙΓΕΙΕΣ,455,5,urn:cite:phoros:places.193,100,same,0
urn:cite:phoros:payrec.456,urn:cts:phoros:stele1.year5:front.4.26,ΚΑΡΥΣΤΙΟΙ,456,5,urn:cite:phoros:places.149,3000,down,1500
urn:cite:phoros:payrec.457,urn:cts:phoros:stele1.year5:front.4.27,ΚΥΘΝΙΟΙ,457,5,urn:cite:phoros:places.194,1800,same,0
urn:cite:phoros:payrec.458,urn:cts:phoros:stele1.year5:front.4.28,ΣΤΥΡΕΣ,458,5,urn:cite:phoros:places.195,600,same,0
urn:cite:phoros:payrec.459,urn:cts:phoros:stele1.year5:front.4.29,ΡΕΝΑΙΕΣ,459,5,urn:cite:phoros:places.148,30,down,70
urn:cite:phoros:payrec.460,urn:cts:phoros:stele1.year5:front.4.30,ΣΕΡΙΦΙΟΙ,460,5,urn:cite:phoros:places.146,600,down,600
urn:cite:phoros:payrec.461,urn:cts:phoros:stele1.year5:front.4.31,ΔΙΕΣ,461,5,urn:cite:phoros:places.16,200,down,400
urn:cite:phoros:payrec.462,urn:cts:phoros:stele1.year5:front.4.32,ΑΘΕΝΑΙΔΙΑΔΕΣ,462,5,urn:cite:phoros:places.121,200,same,0
urn:cite:phoros:payrec.463,urn:cts:phoros:stele1.year5:front.4.33,ΓΡΥΝΧΕΣ,463,5,urn:cite:phoros:places.150,100,same,0
urn:cite:phoros:payrec.464,urn:cts:phoros:stele1.year5:front.4.34,ΗΕΣΣΤΙΑΙΕΣ,464,5,urn:cite:phoros:places.196,100,same,0
urn:cite:phoros:payrec.465,urn:cts:phoros:stele1.year5:front.4.35,ΝΑΧΣΙΟΙ,465,5,urn:cite:phoros:places.197,4000,same,0
urn:cite:phoros:payrec.466,urn:cts:phoros:stele1.year5:front.4.39,ΑΙΓΙΝΕΤΑΙ,466,5,urn:cite:phoros:places.80,15720,up,12720
urn:cite:phoros:payrec.467,urn:cts:phoros:stele1.year5:front.4.40,ΕΦΑΙΣΣΤΙΕΣ,467,5,urn:cite:phoros:places.94,1800,same,0
urn:cite:phoros:payrec.468,urn:cts:phoros:stele1.year5:front.4.41,ΜΥΡΙΝΑΙΟΙ,468,5,urn:cite:phoros:places.120,600,same,0
urn:cite:phoros:payrec.469,urn:cts:phoros:stele1.year5:front.5.2,ΠΙΤΑΝΑΙΟΙ,469,5,urn:cite:phoros:places.11,100,same,0
urn:cite:phoros:payrec.470,urn:cts:phoros:stele1.year5:front.5.3,ΑΒΥΔΕΝΟΙ,470,5,urn:cite:phoros:places.19,,,
urn:cite:phoros:payrec.471,urn:cts:phoros:stele1.year5:front.5.10,ΠΕΡΙΝΘΙΟΙ,471,5,urn:cite:phoros:places.137,3707,up,3607
urn:cite:phoros:payrec.472,urn:cts:phoros:stele1.year5:front.5.11,ΕΡΙΝΕΣ,472,5,urn:cite:phoros:places.84,324,down,89
urn:cite:phoros:payrec.473,urn:cts:phoros:stele1.year5:front.5.12,ΧΕΡΡΟΝΕΣΙΤΑΙ,473,5,urn:cite:phoros:places.18,8284,down,2516
urn:cite:phoros:payrec.474,urn:cts:phoros:stele1.year5:front.5.13,ΕΡΥΘΡΑΙΟΙ,474,5,urn:cite:phoros:places.198,5130,same,0
urn:cite:phoros:payrec.475,urn:cts:phoros:stele1.year5:front.5.14,ΑΛΟΠΕΚΟΝΝΕΣΙΟΙ,475,5,urn:cite:phoros:places.122,324,same,0
urn:cite:phoros:payrec.476,urn:cts:phoros:stele1.year5:front.5.15,ΤΕΝΕΔΙΟΙ,476,5,urn:cite:phoros:places.107,972,down,1728
urn:cite:phoros:payrec.477,urn:cts:phoros:stele1.year5:front.5.16,ΒΥΖΖΑΝΤΙΟΙ,477,5,urn:cite:phoros:places.139,9000,same,0
urn:cite:phoros:payrec.478,urn:cts:phoros:stele1.year5:front.5.17,ΧΑΛΧΕΔΟΝΙΟΙ,478,5,urn:cite:phoros:places.115,1800,down,2701
urn:cite:phoros:payrec.479,urn:cts:phoros:stele1.year5:front.5.18,ΜΙΛΕΣΙΟΙ,479,5,urn:cite:phoros:places.117,6000,same,0
urn:cite:phoros:payrec.480,urn:cts:phoros:stele1.year5:front.5.19,ΙΑΤΜΙΟΙ,480,5,urn:cite:phoros:places.99,600,same,0
urn:cite:phoros:payrec.481,urn:cts:phoros:stele1.year5:front.5.20,ΜΥΕΒΙΟΙ,481,5,urn:cite:phoros:places.119,600,down,300
urn:cite:phoros:payrec.482,urn:cts:phoros:stele1.year5:front.5.21,ΙΑΣΕΣ,482,5,urn:cite:phoros:places.199,600,same,0
urn:cite:phoros:payrec.483,urn:cts:phoros:stele1.year5:front.5.22,ΠΡΙΑΝΕΣ,483,5,urn:cite:phoros:places.101,600,same,0
urn:cite:phoros:payrec.484,urn:cts:phoros:stele1.year5:front.5.23,ΚΥΝΔΥΕ,484,5,urn:cite:phoros:places.102,600,same,0
urn:cite:phoros:payrec.485,urn:cts:phoros:stele1.year5:front.5.24,ΒΑΡΓΥΛΙΕΣ,485,5,urn:cite:phoros:places.103,100,same,0
urn:cite:phoros:payrec.486,urn:cts:phoros:stele1.year5:front.5.25,ΚΑΡΥΑΝΔΕΣ,486,5,urn:cite:phoros:places.111,56,down,44
urn:cite:phoros:payrec.487,urn:cts:phoros:stele1.year5:front.5.26,ΠΑΣΑΝΔΕΣ,487,5,urn:cite:phoros:places.155,300,same,0
urn:cite:phoros:payrec.488,urn:cts:phoros:stele1.year5:front.5.27,ΜΑΓΝΑΣΕΣ,488,5,urn:cite:phoros:places.7,600,down,600
urn:cite:phoros:payrec.489,urn:cts:phoros:stele1.year5:front.5.28,ΠΕΛΕΑΤΑΙ,489,5,urn:cite:phoros:places.98,300,down,100
urn:cite:phoros:payrec.490,urn:cts:phoros:stele1.year5:front.5.29,ΕΦΕΣΙΟΙ,490,5,urn:cite:phoros:places.4,4500,same,0
urn:cite:phoros:payrec.491,urn:cts:phoros:stele1.year5:front.5.30,ΗΥΡΟΜΕΣ,491,5,urn:cite:phoros:places.200,100,same,0
urn:cite:phoros:payrec.492,urn:cts:phoros:stele1.year5:front.5.40,ΚΟΙΟΙ,492,5,urn:cite:phoros:places.160,864,down,2136
urn:cite:phoros:payrec.493,urn:cts:phoros:stele1.year7:front.1.2,ΝΑΡΙΣΒΑΡΕΣ,493,7,urn:cite:phoros:places.70,100,same,0
urn:cite:phoros:payrec.494,urn:cts:phoros:stele1.year7:front.1.3,ΤΕΝΕΔΙΟΙ,494,7,urn:cite:phoros:places.107,,,
urn:cite:phoros:payrec.495,urn:cts:phoros:stele1.year7:front.1.4,ΓΕΝΤΙΝΙΟΙ,495,7,urn:cite:phoros:places.186,50,same,0
urn:cite:phoros:payrec.496,urn:cts:phoros:stele1.year7:front.1.5,ΣΤΑΓΙΡΙΤΑΙ,496,7,urn:cite:phoros:places.1,100,same,0
urn:cite:phoros:payrec.497,urn:cts:phoros:stele1.year7:front.1.6,ΚΕΡΑΜΕΣ,497,7,urn:cite:phoros:places.65,900,same,0
urn:cite:phoros:payrec.498,urn:cts:phoros:stele1.year7:front.1.7,ΚΑΜΙΡΕΣ,498,7,urn:cite:phoros:places.20,4500,down,900
urn:cite:phoros:payrec.499,urn:cts:phoros:stele1.year7:front.1.8,ΗΑΛΙΚΑΡΝ ΑΣΣΙΟΙ,499,7,urn:cite:phoros:places.38,1200,up,200
urn:cite:phoros:payrec.500,urn:cts:phoros:stele1.year7:front.1.9,ΜΥΡΙΝΑΙΟΙ,500,7,urn:cite:phoros:places.120,600,same,0
urn:cite:phoros:payrec.501,urn:cts:phoros:stele1.year7:front.1.10,ΜΕΚΥΠΕΡΝΑΙΟΙ,501,7,urn:cite:phoros:places.57,600,same,0
urn:cite:phoros:payrec.502,urn:cts:phoros:stele1.year7:front.1.11,ΠΛΑΔΑΣΕΣ,502,7,urn:cite:phoros:places.202,200,same,0
urn:cite:phoros:payrec.503,urn:cts:phoros:stele1.year7:front.1.12,ΠΕΔΑΣΕΣ,503,7,urn:cite:phoros:places.100,600,down,600
urn:cite:phoros:payrec.504,urn:cts:phoros:stele1.year7:front.1.13,ΚΥΜΑΙΟΙ,504,7,urn:cite:phoros:places.136,5400,down,1800
urn:cite:phoros:payrec.505,urn:cts:phoros:stele1.year7:front.1.14,ΠΙΤΑΝΙΟΙ,505,7,urn:cite:phoros:places.11,100,same,0
urn:cite:phoros:payrec.506,urn:cts:phoros:stele1.year7:front.1.15,ΓΡΥΝΕΙΕΣ,506,7,urn:cite:phoros:places.97,100,same,0
urn:cite:phoros:payrec.507,urn:cts:phoros:stele1.year7:front.1.16,ΧΕΡΡΟΝΕΣΙΟΙ,507,7,urn:cite:phoros:places.164,1800,up,720
urn:cite:phoros:payrec.508,urn:cts:phoros:stele1.year7:front.1.17,ΠΥΡΝΙΟΙ,508,7,urn:cite:phoros:places.126,100,same,0
urn:cite:phoros:payrec.509,urn:cts:phoros:stele1.year7:front.1.18,ΝΕΑΠΟΛΙΣ,509,7,urn:cite:phoros:places.30,100,down,250
urn:cite:phoros:payrec.510,urn:cts:phoros:stele1.year7:front.1.19,ΚΥΛΛΑΝΤΙΟΙ,510,7,urn:cite:phoros:places.67,1200,same,0
urn:cite:phoros:payrec.511,urn:cts:phoros:stele1.year7:front.1.20,ΚΥΡΒΙΣΣΕΣ,511,7,urn:cite:phoros:places.41,100,down,100
urn:cite:phoros:payrec.512,urn:cts:phoros:stele1.year7:front.1.21,ΧΙΟΙ,512,7,urn:cite:phoros:places.68,100,down,100
urn:cite:phoros:payrec.513,urn:cts:phoros:stele1.year7:front.1.22,ΑΦΥΤΑΙΟΙ,513,7,urn:cite:phoros:places.105,1800,same,0
urn:cite:phoros:payrec.514,urn:cts:phoros:stele1.year7:front.1.23,ΣΥΑΓΓΕΛΕΣ,514,7,urn:cite:phoros:places.203,600,same,0
urn:cite:phoros:payrec.515,urn:cts:phoros:stele1.year7:front.1.24,ΤΕΡΜΕΡΕΣ,515,7,urn:cite:phoros:places.48,1500,same,0
