Payment,TextPassage
urn:cite:phoros:payrec.736,urn:cts:phoros:stele1.year:right.2.7
urn:cite:phoros:payrec.737,urn:cts:phoros:stele1.year:right.2.8
urn:cite:phoros:payrec.738,urn:cts:phoros:stele1.year:right.2.9
urn:cite:phoros:payrec.739,urn:cts:phoros:stele1.year:right.2.10
urn:cite:phoros:payrec.740,urn:cts:phoros:stele1.year:right.2.11
urn:cite:phoros:payrec.741,urn:cts:phoros:stele1.year:right.2.12
urn:cite:phoros:payrec.742,urn:cts:phoros:stele1.year:right.2.13
urn:cite:phoros:payrec.743,urn:cts:phoros:stele1.year:right.2.14
urn:cite:phoros:payrec.744,urn:cts:phoros:stele1.year:right.2.15
urn:cite:phoros:payrec.745,urn:cts:phoros:stele1.year:right.2.16
urn:cite:phoros:payrec.746,urn:cts:phoros:stele1.year:right.2.17
urn:cite:phoros:payrec.747,urn:cts:phoros:stele1.year:right.2.18
urn:cite:phoros:payrec.748,urn:cts:phoros:stele1.year:right.2.19
urn:cite:phoros:payrec.749,urn:cts:phoros:stele1.year:right.2.20
urn:cite:phoros:payrec.750,urn:cts:phoros:stele1.year:right.2.21
urn:cite:phoros:payrec.751,urn:cts:phoros:stele1.year:right.2.22
urn:cite:phoros:payrec.752,urn:cts:phoros:stele1.year:right.2.23
urn:cite:phoros:payrec.753,urn:cts:phoros:stele1.year:right.2.24
urn:cite:phoros:payrec.754,urn:cts:phoros:stele1.year:right.2.25
urn:cite:phoros:payrec.755,urn:cts:phoros:stele1.year:right.2.26
urn:cite:phoros:payrec.756,urn:cts:phoros:stele1.year:right.2.27
urn:cite:phoros:payrec.757,urn:cts:phoros:stele1.year:right.2.28
urn:cite:phoros:payrec.758,urn:cts:phoros:stele1.year:right.2.29
urn:cite:phoros:payrec.759,urn:cts:phoros:stele1.year:right.2.30
urn:cite:phoros:payrec.760,urn:cts:phoros:stele1.year:right.2.31
urn:cite:phoros:payrec.761,urn:cts:phoros:stele1.year:right.2.32
urn:cite:phoros:payrec.762,urn:cts:phoros:stele1.year:right.2.33
urn:cite:phoros:payrec.763,urn:cts:phoros:stele1.year:right.2.34
urn:cite:phoros:payrec.764,urn:cts:phoros:stele1.year:right.2.35
urn:cite:phoros:payrec.765,urn:cts:phoros:stele1.year:right.2.36
urn:cite:phoros:payrec.766,urn:cts:phoros:stele1.year:right.2.37
urn:cite:phoros:payrec.767,urn:cts:phoros:stele1.year:right.2.38
urn:cite:phoros:payrec.768,urn:cts:phoros:stele1.year:right.2.39
urn:cite:phoros:payrec.769,urn:cts:phoros:stele1.year:right.2.40
urn:cite:phoros:payrec.770,urn:cts:phoros:stele1.year:right.2.41
urn:cite:phoros:payrec.771,urn:cts:phoros:stele1.year:right.2.42
urn:cite:phoros:payrec.772,urn:cts:phoros:stele1.year:right.2.43
urn:cite:phoros:payrec.773,urn:cts:phoros:stele1.year:right.2.44
urn:cite:phoros:payrec.774,urn:cts:phoros:stele1.year:right.2.45
urn:cite:phoros:payrec.775,urn:cts:phoros:stele1.year:right.2.46
urn:cite:phoros:payrec.776,urn:cts:phoros:stele1.year:right.2.47
urn:cite:phoros:payrec.777,urn:cts:phoros:stele1.year:right.2.48
urn:cite:phoros:payrec.778,urn:cts:phoros:stele1.year:right.2.49
urn:cite:phoros:payrec.779,urn:cts:phoros:stele1.year:right.2.50
urn:cite:phoros:payrec.780,urn:cts:phoros:stele1.year:right.2.51
urn:cite:phoros:payrec.781,urn:cts:phoros:stele1.year:right.2.52
urn:cite:phoros:payrec.782,urn:cts:phoros:stele1.year:right.2.53
urn:cite:phoros:payrec.783,urn:cts:phoros:stele1.year:right.2.54
urn:cite:phoros:payrec.784,urn:cts:phoros:stele1.year:right.2.55
urn:cite:phoros:payrec.785,urn:cts:phoros:stele1.year:right.2.56
urn:cite:phoros:payrec.786,urn:cts:phoros:stele1.year:right.2.57
urn:cite:phoros:payrec.787,urn:cts:phoros:stele1.year:right.2.58
urn:cite:phoros:payrec.788,urn:cts:phoros:stele1.year:right.2.59
urn:cite:phoros:payrec.789,urn:cts:phoros:stele1.year:right.2.61
urn:cite:phoros:payrec.790,urn:cts:phoros:stele1.year:right.2.62
urn:cite:phoros:payrec.791,urn:cts:phoros:stele1.year:right.2.63
urn:cite:phoros:payrec.792,urn:cts:phoros:stele1.year:right.2.64
urn:cite:phoros:payrec.793,urn:cts:phoros:stele1.year:right.2.65
urn:cite:phoros:payrec.794,urn:cts:phoros:stele1.year:right.2.66
urn:cite:phoros:payrec.795,urn:cts:phoros:stele1.year:right.2.67
urn:cite:phoros:payrec.796,urn:cts:phoros:stele1.year:right.2.68
urn:cite:phoros:payrec.797,urn:cts:phoros:stele1.year:right.2.69
urn:cite:phoros:payrec.798,urn:cts:phoros:stele1.year:right.2.70
urn:cite:phoros:payrec.799,urn:cts:phoros:stele1.year:right.2.71
urn:cite:phoros:payrec.800,urn:cts:phoros:stele1.year:right.2.72
urn:cite:phoros:payrec.801,urn:cts:phoros:stele1.year:right.2.73
urn:cite:phoros:payrec.802,urn:cts:phoros:stele1.year:right.2.74
urn:cite:phoros:payrec.803,urn:cts:phoros:stele1.year:right.2.75
urn:cite:phoros:payrec.804,urn:cts:phoros:stele1.year:right.2.76
urn:cite:phoros:payrec.805,urn:cts:phoros:stele1.year:right.2.100
urn:cite:phoros:payrec.806,urn:cts:phoros:stele1.year:right.2.101
urn:cite:phoros:payrec.807,urn:cts:phoros:stele1.year:right.2.102
urn:cite:phoros:payrec.808,urn:cts:phoros:stele1.year:right.2.103
urn:cite:phoros:payrec.809,urn:cts:phoros:stele1.year:right.2.104
urn:cite:phoros:payrec.810,urn:cts:phoros:stele1.year:right.2.105
urn:cite:phoros:payrec.811,urn:cts:phoros:stele1.year:right.2.106
urn:cite:phoros:payrec.812,urn:cts:phoros:stele1.year:right.2.107
urn:cite:phoros:payrec.813,urn:cts:phoros:stele1.year:right.2.108
urn:cite:phoros:payrec.814,urn:cts:phoros:stele1.year:right.2.109
urn:cite:phoros:payrec.815,urn:cts:phoros:stele1.year:right.2.110
urn:cite:phoros:payrec.816,urn:cts:phoros:stele1.year:right.2.111
urn:cite:phoros:payrec.817,urn:cts:phoros:stele1.year:right.2.112
